X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.2688491504254,44.9350612931747,0037XX 5TH AVE S,MP202317218,3,2023/01/22 00:00:00+00,1254,2023/01/20 00:00:00+00,2023/01/22 12:54:00+00,2100,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.26885,44.93506,-10382640.7942626,5611304.00280318,Central,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,72
-93.2984735735745,44.9014914449372,56TH ST W / HUMBOLDT AVE S,MP202317220,5,2023/01/22 00:00:00+00,1317,2023/01/21 00:00:00+00,2023/01/22 13:17:00+00,2100,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.29847,44.90149,-10385938.57,5606026.639,Kenny,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,73
-93.3137786723299,44.9133149704713,0049XX THOMAS AVE S,MP202317224,5,2023/01/22 00:00:00+00,1258,2023/01/21 00:00:00+00,2023/01/22 12:58:00+00,1430,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.31378,44.91331,-10387642.3257707,5607885.01016039,Fulton,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,74
-93.2964042135876,45.0026099000616,0012XX 23RD AVE N,MP202317248,4,2023/01/22 00:00:00+00,1404,2023/01/22 00:00:00+00,2023/01/22 14:04:00+00,1321,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.2964,45.00261,-10385708.2098747,5621932.37089891,Jordan,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,75
-93.2956373586605,44.9997090456453,0019XX FREMONT AVE N,MP202317257,4,2023/01/22 00:00:00+00,1414,2023/01/22 00:00:00+00,2023/01/22 14:14:00+00,1337,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.29564,44.99971,-10385622.8439793,5621475.68151301,Jordan,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,76
-93.2849229222981,44.9483605546584,0004XX LAKE ST W,MP202317259,5,2023/01/22 00:00:00+00,1431,2023/01/21 00:00:00+00,2023/01/22 14:31:00+00,2230,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.28492,44.94836,-10384430.118397,5613395.5725775,Whittier,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,77
-93.2702095141759,44.9224106930273,0044XX 4TH AVE S,MP202317280,3,2023/01/22 00:00:00+00,1336,2023/01/22 00:00:00+00,2023/01/22 13:36:00+00,1336,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.27021,44.92241,-10382792.2293458,5609314.89720773,Regina,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,78
-93.287482249492,44.9466062199227,0006XX 31ST ST W,MP202317296,5,2023/01/22 00:00:00+00,1559,2023/01/22 00:00:00+00,2023/01/22 15:59:00+00,630,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/23 00:00:00+00,,-93.28748,44.94661,-10384715.0214318,5613119.64131279,Lyndale,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,79
-93.2943300943265,45.013125282352,LOWRY AVE N / EMERSON AVE N,MP202317318,4,2023/01/22 00:00:00+00,1726,2023/01/22 00:00:00+00,2023/01/22 17:26:00+00,1210,ROBPER,ROBBERY OF PERSON,04 ,2023/01/22 00:00:00+00,,-93.29433,45.01313,-10385477.32,5623588.03,Folwell,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,80
-93.2779359544773,44.9223452909368,0044XX NICOLLET AVE,MP202317354,5,2023/01/22 00:00:00+00,1759,2023/01/22 00:00:00+00,2023/01/22 17:59:00+00,1635,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.27794,44.92235,-10383652.3327425,5609304.61488912,King Field,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,81
-93.2511950191857,44.952850119732,0027XX 16TH AVE S,MP202317362,3,2023/01/22 00:00:00+00,1709,2023/01/22 00:00:00+00,2023/01/22 17:09:00+00,1645,CARJCK,ROBBERY INCLUDING AUTO THEFT,,2023/01/23 00:00:00+00,,-93.2512,44.95285,-10380675.5453699,5614101.75422695,East Phillips,2023/01/24 00:00:00+00,2023/01/25 07:03:19+00,82
-93.286783257793,44.953741979769,27TH ST W / GARFIELD AVE,MP202317378,5,2023/01/22 00:00:00+00,2047,2023/01/22 00:00:00+00,2023/01/22 20:47:00+00,1600,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.28678,44.95374,-10384637.21,5614242.045,Whittier,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,83
-93.2319904442746,45.019552409552,0028XX ARTHUR ST NE,MP202317389,2,2023/01/22 00:00:00+00,1729,2023/01/22 00:00:00+00,2023/01/22 17:29:00+00,1300,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.23199,45.01955,-10378537.7018946,5624600.13830611,Audubon Park,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,84
-93.2516868054812,45.0098821281198,0007XX 22ND AVE NE,MP202317424,2,2023/01/22 00:00:00+00,1929,2023/01/22 00:00:00+00,2023/01/22 19:29:00+00,1929,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.25169,45.00988,-10380730.2907718,5623077.35916498,Holland,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,85
-93.3012560575563,45.0059865556638,0017XX 26TH AVE N,MP202317426,4,2023/01/22 00:00:00+00,1914,2023/01/21 00:00:00+00,2023/01/22 19:14:00+00,2200,BURGD,BURGLARY OF DWELLING,06 ,2023/01/23 00:00:00+00,,-93.30126,45.00599,-10386248.314742,5622463.99607877,Jordan,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,86
-93.2339328750067,44.9501683328495,0026XX 29TH ST E,MP202317450,3,2023/01/22 00:00:00+00,2351,2023/01/22 00:00:00+00,2023/01/22 23:51:00+00,1900,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.23393,44.95017,-10378753.932313,5613679.91858311,Longfellow,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,87
-93.2677034067727,44.952832801881,0027XX PORTLAND AVE,MP202317459,3,2023/01/22 00:00:00+00,1913,2023/01/22 00:00:00+00,2023/01/22 19:13:00+00,1900,CARJCK,ROBBERY INCLUDING AUTO THEFT,,2023/01/23 00:00:00+00,,-93.2677,44.95283,-10382513.2507452,5614099.0301225,Phillips West,2023/01/24 00:00:00+00,2023/01/25 07:03:19+00,88
-93.2631051212761,45.0079979174626,0019XX UNIVERSITY AVE NE,MP202317469,2,2023/01/22 00:00:00+00,1910,2023/01/22 00:00:00+00,2023/01/22 19:10:00+00,1804,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.26311,45.008,-10382001.3718678,5622780.68251496,Bottineau,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,89
-93.3037927714596,45.0051087132801,0018XX 25TH AVE N,MP202317484,4,2023/01/22 00:00:00+00,2023,2023/01/22 00:00:00+00,2023/01/22 20:23:00+00,2023,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.30379,45.00511,-10386530.7004172,5622325.78437916,Jordan,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,90
-93.2792534003168,44.9187236062406,0046XX BLAISDELL AVE,MP202317514,5,2023/01/22 00:00:00+00,2103,2023/01/22 00:00:00+00,2023/01/22 21:03:00+00,1615,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.27925,44.91872,-10383798.9900605,5608735.24387217,Tangletown,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,91
-93.2829644719095,44.9546388308716,0026XX PLEASANT AVE,MP202317561,5,2023/01/22 00:00:00+00,2137,2023/01/22 00:00:00+00,2023/01/22 21:37:00+00,2137,BURGD,BURGLARY OF DWELLING,06 ,2023/01/23 00:00:00+00,,-93.28296,44.95464,-10384212.104675,5614383.12314387,Whittier,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,92
-93.2237590025615,44.9287221650648,0033XX 41ST ST E,MP202317570,3,2023/01/22 00:00:00+00,2203,2023/01/21 00:00:00+00,2023/01/22 22:03:00+00,2240,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/23 00:00:00+00,,-93.22376,44.92872,-10377621.3820414,5610307.2210471,Hiawatha,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,93
-93.323913618079,44.9061786663891,0053XX BEARD AVE S,MP202317594,5,2023/01/23 00:00:00+00,1335,2023/01/23 00:00:00+00,2023/01/23 13:35:00+00,648,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.32391,44.90618,-10388770.54282,5606763.31074461,Fulton,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,94
-93.2856755227583,45.0095039479657,0004XX 29TH AVE N,MP202317604,4,2023/01/22 00:00:00+00,2303,2023/01/22 00:00:00+00,2023/01/22 23:03:00+00,2303,ASLT4,ASLT4-LESS THAN SUBST HARM,05 ,2023/01/23 00:00:00+00,,-93.28568,45.0095,-10384513.8974673,5623017.81243766,Hawthorne,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,95
-93.2753014553621,44.9582609589467,0024XX STEVENS AVE,MP202317618,5,2023/01/22 00:00:00+00,2319,2023/01/22 00:00:00+00,2023/01/22 23:19:00+00,2319,DASTR,DOMESTIC ASSAULT/STRANGULATION,05,2023/01/23 00:00:00+00,,-93.2753,44.95826,-10383359.0616266,5614952.9200821,Whittier,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,96
-93.2781054989108,44.8949327954093,0059XX NICOLLET AVE,MP202317702,5,2023/01/23 00:00:00+00,251,2023/01/23 00:00:00+00,2023/01/23 02:51:00+00,251,BURGD,BURGLARY OF DWELLING,06 ,2023/01/23 00:00:00+00,,-93.27811,44.89493,-10383671.2062711,5604995.94329486,Windom,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,97
-93.2385327442332,44.9639705019424,0023XX 9TH ST S,MP202317711,3,2023/01/23 00:00:00+00,405,2023/01/23 00:00:00+00,2023/01/23 04:05:00+00,329,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.23853,44.96397,-10379265.9874186,5615851.16136094,Seward,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,98
-93.251668803243,45.0131617290287,0007XX LOWRY AVE NE,MP202317713,2,2023/01/23 00:00:00+00,519,2023/01/23 00:00:00+00,2023/01/23 05:19:00+00,335,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/23 00:00:00+00,,-93.25167,45.01316,-10380728.2867585,5623593.76908081,Holland,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,99
-93.2503184125887,44.9688986922997,0015XX 6TH ST S,MP202317735,1,2023/01/23 00:00:00+00,736,2023/01/20 00:00:00+00,2023/01/23 07:36:00+00,1400,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.25032,44.9689,-10380577.9620403,5616626.54996096,Cedar Riverside,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,100
-93.2777409455005,44.9705173747268,0013XX NICOLLET MALL,MP202317750,1,2023/01/23 00:00:00+00,716,2023/01/23 00:00:00+00,2023/01/23 07:16:00+00,716,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.27774,44.97052,-10383630.6243561,5616881.24380765,Loring Park,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,101
-93.2442036478234,44.9395339603648,0019XX 35TH ST E,MP202317768,3,2023/01/23 00:00:00+00,800,2023/01/22 00:00:00+00,2023/01/23 08:00:00+00,1600,BURGD,BURGLARY OF DWELLING,06 ,2023/01/23 00:00:00+00,,-93.2442,44.93953,-10379897.2694889,5612007.36340539,Corcoran,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,102
-93.2331381606277,44.9510666664154,0028XX 27TH AVE S,MP202317807,3,2023/01/23 00:00:00+00,911,2023/01/23 00:00:00+00,2023/01/23 09:11:00+00,400,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/23 00:00:00+00,,-93.23314,44.95107,-10378665.4650672,5613821.22114307,Longfellow,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,103
-93.280671015497,44.8910624744803,0061XX WENTWORTH AVE,MP202317814,5,2023/01/23 00:00:00+00,926,2022/01/23 00:00:00+00,2023/01/23 09:26:00+00,1930,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.28067,44.89106,-10383956.7983058,5604387.77517064,Windom,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,104
-93.242499232014,44.9659574976466,0007XX 21ST AVE S,MP202317828,3,2023/01/23 00:00:00+00,931,2023/01/23 00:00:00+00,2023/01/23 09:31:00+00,320,BURGB,BURGLARY OF BUSINESS,06 ,2023/01/23 00:00:00+00,,-93.2425,44.96596,-10379707.5347928,5616163.7820742,Seward,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,105
-93.2447551451359,45.0323263788749,0035XX POLK ST NE,MP202317835,2,2023/01/23 00:00:00+00,1000,2023/01/20 00:00:00+00,2023/01/23 10:00:00+00,1200,THFTSW,THEFT BY SWINDLE,07 ,2023/01/23 00:00:00+00,,-93.24476,45.03233,-10379958.6618795,5626612.04942641,Columbia Park,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,106
-93.2229089878936,44.9510670980876,0028XX 34TH AVE S,MP202317862,3,2023/01/23 00:00:00+00,1114,2023/01/23 00:00:00+00,2023/01/23 11:14:00+00,900,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.22291,44.95107,-10377526.7587667,5613821.28904854,Longfellow,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,107
-93.3008961744872,45.0011916293769,0016XX HILLSIDE AVE N,MP202317880,4,2023/01/23 00:00:00+00,1214,2023/01/23 00:00:00+00,2023/01/23 12:14:00+00,1040,ASLT2,ASSLT W/DNGRS WEAPON,05 ,2023/01/23 00:00:00+00,,-93.3009,45.00119,-10386208.2527323,5621709.08581571,Jordan,2023/01/24 00:00:00+00,2023/01/25 07:03:19+00,108
-93.2658089963824,44.9702258937724,0006XX 10TH ST S,MP202317888,1,2023/01/23 00:00:00+00,1129,2023/01/21 00:00:00+00,2023/01/23 11:29:00+00,2100,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.26581,44.97023,-10382302.365936,5616835.37977745,Elliot Park,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,109
-93.2760024467109,44.9232677033153,0001XX 44TH ST E,MP202317905,5,2023/01/23 00:00:00+00,1243,2023/01/22 00:00:00+00,2023/01/23 12:43:00+00,2100,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/23 00:00:00+00,,-93.276,44.92327,-10383437.0956029,5609449.63462518,King Field,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,110
-93.2781054989108,44.8949327954093,0059XX NICOLLET AVE,MP2023700748,5,2023/01/21 00:00:00+00,1231,2022/11/17 00:00:00+00,2023/01/21 12:31:00+00,1015,THEFT,OTHER THEFT,07 ,2023/01/22 00:00:00+00,,-93.27811,44.89493,-10383671.2062711,5604995.94329486,Windom,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,111
-93.249218376116,44.9233220395555,0017XX 44TH ST E,MP2023700753,3,2023/01/21 00:00:00+00,1528,2022/12/10 00:00:00+00,2023/01/21 15:28:00+00,1205,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/23 00:00:00+00,,-93.24922,44.92332,-10380455.5064523,5609458.17727281,Northrop,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,112
-93.2776008092145,44.9881666585411,0007XX WASHINGTON AVE N,MP2023700754,1,2023/01/21 00:00:00+00,1535,2023/01/21 00:00:00+00,2023/01/21 15:35:00+00,1,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/23 00:00:00+00,,-93.2776,44.98817,-10383615.0245441,5619658.76109114,North Loop,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,113
-93.3057365236135,44.9887970970857,0011XX NEWTON AVE N,MP2023700757,4,2023/01/21 00:00:00+00,1730,2023/01/21 00:00:00+00,2023/01/21 17:30:00+00,1530,THEFT,OTHER THEFT,07 ,2023/01/23 00:00:00+00,,-93.30574,44.9888,-10386747.077872,5619757.99076698,Near - North,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,114
-93.2791871244118,44.9884684633149,0002XX 8TH AVE N,MP2023700758,1,2023/01/21 00:00:00+00,1739,2023/01/20 00:00:00+00,2023/01/21 17:39:00+00,2330,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/23 00:00:00+00,,-93.27919,44.98847,-10383791.6123036,5619706.26444666,North Loop,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,115
-93.2931739014704,44.9509960571211,0028XX DUPONT AVE S,MP2023700760,5,2023/01/21 00:00:00+00,1756,2023/01/20 00:00:00+00,2023/01/21 17:56:00+00,2120,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/23 00:00:00+00,,-93.29317,44.951,-10385348.6131925,5613810.11459808,Lowry Hill East,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,116
-93.2905387986873,44.9618131452867,0020XX BRYANT AVE S,MP2023700765,5,2023/01/22 00:00:00+00,904,2023/01/22 00:00:00+00,2023/01/22 09:04:00+00,0,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/23 00:00:00+00,,-93.29054,44.96181,-10385055.2748682,5615511.74947374,Lowry Hill East,2023/01/24 00:00:00+00,2023/01/25 07:03:19+00,117
-93.2127187508388,44.9026658279196,0055XX 42ND AVE S,MP2023700766,3,2023/01/22 00:00:00+00,1007,2023/01/22 00:00:00+00,2023/01/22 10:07:00+00,100,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/23 00:00:00+00,,-93.21272,44.90267,-10376392.3867747,5606211.20644591,Morris Park,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,118
-93.2447431687965,44.9755389400222,0019XX 1ST ST S,MP2023700768,1,2023/01/22 00:00:00+00,1151,2023/01/20 00:00:00+00,2023/01/22 11:51:00+00,1900,ROBPER,ROBBERY OF PERSON,04 ,2023/01/23 00:00:00+00,,-93.24474,44.97554,-10379957.3286916,5617671.41463501,University of Minnesota,2023/01/25 00:00:00+00,2023/01/26 07:03:13+00,119
-93.2925197922979,44.9537410223785,0010XX 27TH ST W,MP2023700769,5,2023/01/22 00:00:00+00,1200,2023/01/21 00:00:00+00,2023/01/22 12:00:00+00,1930,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/23 00:00:00+00,,-93.29252,44.95374,-10385275.7980664,5614241.89442369,Lowry Hill East,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,120
-93.3014597218009,44.9492611963795,0015XX LAGOON AVE,MP2023700771,5,2023/01/22 00:00:00+00,1229,2023/01/21 00:00:00+00,2023/01/22 12:29:00+00,915,SHOPLF,SHOPLIFTING,07 ,2023/01/23 00:00:00+00,,-93.30146,44.94926,-10386270.986461,5613537.23367353,East Isles,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,121
-93.2894113851579,44.9456732127683,0031XX ALDRICH AVE S,MP2023700772,5,2023/01/22 00:00:00+00,1242,2023/01/21 00:00:00+00,2023/01/22 12:42:00+00,1420,THEFT,OTHER THEFT,07 ,2023/01/23 00:00:00+00,,-93.28941,44.94567,-10384929.7718431,5612972.8963263,Lowry Hill East,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,122
-93.2733809129802,44.9608999871452,0002XX 22ND ST E,MP2023700774,5,2023/01/22 00:00:00+00,1559,2023/01/20 00:00:00+00,2023/01/22 15:59:00+00,1420,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/23 00:00:00+00,,-93.27338,44.9609,-10383145.2678399,5615368.08829831,Whittier,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,123
-93.2932167600926,44.9456643286387,0031XX DUPONT AVE S,MP2023700777,5,2023/01/22 00:00:00+00,1316,2023/01/22 00:00:00+00,2023/01/22 13:16:00+00,600,TMVP,THEFT-MOTR VEH PARTS,07 ,2023/01/23 00:00:00+00,,-93.29322,44.94566,-10385353.3842105,5612971.49897933,South Uptown,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,124
-93.275244194051,44.9881602696019,0007XX 2ND ST N,MP2023700778,1,2023/01/22 00:00:00+00,1406,2023/01/22 00:00:00+00,2023/01/22 14:06:00+00,30,THEFT,OTHER THEFT,07 ,2023/01/23 00:00:00+00,,-93.27524,44.98816,-10383352.6872901,5619657.75546431,North Loop,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,125
-93.2039747016785,44.9406647737601,0033XX WEST RIVER PKWY S,MP2023700781,3,2023/01/22 00:00:00+00,1727,2023/01/22 00:00:00+00,2023/01/22 17:27:00+00,1600,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/23 00:00:00+00,,-93.20397,44.94066,-10375419.0037145,5612185.20102587,Howe,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,126
-93.2617602561592,44.9717899274801,0007XX CHICAGO AVE,MP2023700785,1,2023/01/22 00:00:00+00,2319,2023/01/22 00:00:00+00,2023/01/22 23:19:00+00,1710,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/23 00:00:00+00,,-93.26176,44.97179,-10381851.6622254,5617081.48038588,Elliot Park,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,127
-93.2925197922979,44.9537410223785,0010XX 27TH ST W,MP2023700786,5,2023/01/23 00:00:00+00,619,2023/01/21 00:00:00+00,2023/01/23 06:19:00+00,600,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/23 00:00:00+00,,-93.29252,44.95374,-10385275.7980664,5614241.89442369,Lowry Hill East,2023/01/23 00:00:00+00,2023/01/24 07:50:20+00,128
-93.2910560189835,44.993057353484,0009XX 14TH AVE N,MP20232682,4,2023/01/04 00:00:00+00,1323,2022/12/31 00:00:00+00,2023/01/04 13:23:00+00,2100,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.29106,44.99306,-10385112.8516476,5620428.5748494,Near - North,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,129
-93.3112221676426,45.0475946087089,0023XX 51ST AVE N,MP20233236,4,2023/01/05 00:00:00+00,512,2023/01/04 00:00:00+00,2023/01/05 05:12:00+00,2200,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.31122,45.04759,-10387357.7370234,5629017.39786693,Shingle Creek,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,130
-93.293280777633,44.9404164899773,0034XX DUPONT AVE S,MP20233242,5,2023/01/05 00:00:00+00,553,2023/01/05 00:00:00+00,2023/01/05 05:53:00+00,550,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/06 00:00:00+00,,-93.29328,44.94042,-10385360.5106217,5612146.15432021,South Uptown,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,131
-93.2719594386376,44.980832591668,0002XX 4TH ST N,MP20233316,1,2023/01/05 00:00:00+00,1200,2023/01/05 00:00:00+00,2023/01/05 12:00:00+00,0,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.27196,44.98083,-10382987.0300382,5618504.47462875,Downtown West,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,132
-93.2778152451577,44.9674748815993,0015XX NICOLLET AVE,MP20233608,1,2023/01/05 00:00:00+00,1819,2023/01/05 00:00:00+00,2023/01/05 18:19:00+00,1500,BURGD,BURGLARY OF DWELLING,06 ,2023/01/07 00:00:00+00,,-93.27782,44.96747,-10383638.8954282,5616402.52450711,Loring Park,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,133
-93.2168903491519,44.9179247065572,0046XX HIAWATHA AVE,MP20233833,3,2023/01/06 00:00:00+00,751,2022/01/05 00:00:00+00,2023/01/06 07:51:00+00,2015,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/07 00:00:00+00,,-93.21689,44.91792,-10376856.7670466,5608609.65244571,Hiawatha,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,134
-93.3175499903355,44.9025159194496,0055XX WASHBURN AVE S,MP20233870,5,2023/01/05 00:00:00+00,2345,2023/01/03 00:00:00+00,2023/01/05 23:45:00+00,2321,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.31755,44.90252,-10388062.1469852,5606187.64635988,Armatage,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,135
-93.2905525411145,45.0176143939341,0034XX BRYANT AVE N,MP20234021,4,2023/01/06 00:00:00+00,540,2023/01/05 00:00:00+00,2023/01/06 05:40:00+00,1830,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.29055,45.01761,-10385056.8047289,5624294.93836675,McKinley,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,136
-93.2841378827747,45.0130942031765,0003XX LOWRY AVE N,MP20234034,4,2023/01/06 00:00:00+00,536,2023/01/05 00:00:00+00,2023/01/06 05:36:00+00,1900,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.28414,45.01309,-10384342.7282281,5623583.13613608,Hawthorne,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,137
-93.270248198327,44.9440736956859,0032XX 4TH AVE S,MP20234036,3,2023/01/06 00:00:00+00,657,2023/01/06 00:00:00+00,2023/01/06 06:57:00+00,500,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.27025,44.94407,-10382796.5355793,5612721.32700253,Central,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,138
-93.2941075376131,45.0042623053746,0024XX EMERSON AVE N,MP20234050,4,2023/01/06 00:00:00+00,709,2023/01/06 00:00:00+00,2023/01/06 07:09:00+00,25,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.29411,45.00426,-10385452.5451156,5622192.52391508,Hawthorne,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,139
-93.2397488672951,44.9395317653249,0022XX 35TH ST E,MP20234052,3,2023/01/06 00:00:00+00,654,2023/01/06 00:00:00+00,2023/01/06 06:54:00+00,615,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.23975,44.93953,-10379401.3656494,5612007.01824273,Corcoran,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,140
-93.2915232884583,45.0502274623084,0052XX BRYANT AVE N,MP20234156,4,2023/01/06 00:00:00+00,1007,2023/01/06 00:00:00+00,2023/01/06 10:07:00+00,1000,TFMV,THEFT FROM MOTR VEHC,07 ,2023/01/07 00:00:00+00,,-93.29152,45.05023,-10385164.8677584,5629432.24106979,Lind - Bohanon,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,141
-93.2808535684341,45.0148993057303,33RD AVE N / 2ND ST N,MP20234192,4,2023/01/06 00:00:00+00,1226,2022/12/18 00:00:00+00,2023/01/06 12:26:00+00,0,AUTOTH,AUTOMOBILE THEFT,08 ,2023/01/07 00:00:00+00,,-93.28085,45.0149,-10383977.12,5623867.382,McKinley,2023/01/07 00:00:00+00,2023/01/08 07:01:50+00,142
